item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM10732,Pharma,20.37,5.87,2,11,11.0,0.08304130097853431,Intermittent
ITM11603,Groceries,6.82,4.75,8,8,8.0,0.48508569757742015,Intermittent
ITM11595,Automotive,8.57,8.89,9,9,9.0,1.0760733556720752,Lumpy
ITM12314,Apparel,25.27,2.83,6,9,9.0,0.01254187266637842,Intermittent
ITM13007,Apparel,28.68,9.54,5,14,14.0,0.11064669736174083,Intermittent
ITM10812,Electronics,24.06,5.57,6,4,4.0,0.053594366812257266,Intermittent
ITM11158,Apparel,45.14,4.07,4,11,11.0,0.008129535071217416,Intermittent
ITM10263,Electronics,16.24,8.67,6,13,13.0,0.28501396842922666,Intermittent
ITM10590,Electronics,36.62,8.15,6,14,14.0,0.04953116438448102,Intermittent
ITM12104,Apparel,23.13,0.62,4,8,8.0,0.000718508836219425,Intermittent
ITM12109,Pharma,27.51,6.34,7,11,11.0,0.053112572263137904,Intermittent
ITM11181,Pharma,16.64,2.12,7,6,6.0,0.016231740014792898,Intermittent
ITM11645,Electronics,23.07,7.55,3,4,4.0,0.10710227950627639,Intermittent
ITM12416,Apparel,7.85,9.83,8,10,10.0,1.568078218183294,Lumpy
ITM12897,Groceries,28.12,4.84,7,12,12.0,0.029625118118043175,Intermittent
ITM10432,Pharma,7.68,3.68,5,7,7.0,0.22960069444444448,Intermittent
ITM11465,Groceries,8.95,4.48,2,12,12.0,0.250558971317999,Intermittent
ITM12396,Apparel,8.38,8.08,5,7,7.0,0.9296825604775547,Lumpy
ITM12595,Automotive,28.12,3.95,4,11,11.0,0.019731657051975982,Intermittent
ITM11352,Electronics,8.11,9.34,6,3,3.0,1.326331377590194,Lumpy
ITM11509,Apparel,21.73,5.7,4,3,3.0,0.0688066254278707,Intermittent
ITM10387,Apparel,4.42,5.42,8,7,7.0,1.503675190925657,Lumpy
ITM12106,Groceries,41.38,1.12,8,9,9.0,0.0007325800249067865,Intermittent
ITM12327,Electronics,46.85,3.77,5,12,12.0,0.006475353913406965,Intermittent
ITM10271,Electronics,23.93,9.57,2,13,13.0,0.15993314530523192,Intermittent
ITM10626,Pharma,32.73,5.12,9,12,12.0,0.024470785563334305,Intermittent
ITM13181,Electronics,4.17,6.37,7,5,5.0,2.3334943555946612,Lumpy
ITM10572,Groceries,6.12,4.92,2,5,5.0,0.6462898885044213,Lumpy
ITM10232,Pharma,35.23,2.53,5,4,4.0,0.005157221161067262,Intermittent
ITM10496,Groceries,40.51,4.27,7,7,7.0,0.011110440135617213,Intermittent
ITM12183,Groceries,39.29,6.41,3,5,5.0,0.02661656466417366,Intermittent
ITM12463,Pharma,18.99,9.39,9,5,5.0,0.2445013464307731,Intermittent
ITM12567,Electronics,24.45,3.75,7,9,9.0,0.02352365538785803,Intermittent
ITM13139,Automotive,16.3,3.82,6,12,12.0,0.054922654221084714,Intermittent
ITM11093,Apparel,7.63,2.06,4,3,3.0,0.07289292284542806,Intermittent
ITM11101,Electronics,19.65,0.93,2,8,8.0,0.0022399627061360067,Intermittent
ITM11082,Apparel,10.43,6.96,5,3,3.0,0.44529709546085894,Intermittent
ITM11130,Apparel,39.78,3.84,5,13,13.0,0.009318218527694171,Intermittent
ITM12145,Automotive,22.67,3.99,5,12,12.0,0.03097724218272216,Intermittent
ITM10686,Automotive,45.73,8.25,5,8,8.0,0.03254659010003142,Intermittent
ITM11824,Electronics,34.66,3.68,3,14,14.0,0.011272974395737476,Intermittent
ITM12287,Apparel,45.13,0.95,7,7,7.0,0.00044311509370791773,Intermittent
ITM11381,Electronics,44.7,9.27,9,7,7.0,0.043007522183685414,Intermittent
ITM12219,Automotive,36.18,4.86,9,7,7.0,0.01804410781911339,Intermittent
ITM12675,Electronics,6.88,5.76,7,6,6.0,0.7009194159004867,Lumpy
ITM12137,Electronics,36.04,9.3,8,6,6.0,0.0665880554470862,Intermittent
ITM10919,Pharma,26.11,2.47,6,12,12.0,0.008949116522458018,Intermittent
ITM12986,Groceries,10.15,4.3,2,11,11.0,0.1794753573248562,Intermittent
ITM12132,Apparel,20.23,4.82,8,13,13.0,0.05676783231102333,Intermittent
ITM10956,Automotive,23.68,8.92,8,10,10.0,0.14189474525200876,Intermittent
ITM10107,Pharma,16.17,9.74,9,12,12.0,0.36282555975108316,Intermittent
ITM12015,Electronics,35.4,8.95,3,8,8.0,0.06392040920552841,Intermittent
ITM10733,Apparel,23.85,6.47,4,12,12.0,0.07359220143366339,Intermittent
ITM11011,Groceries,24.28,6.93,3,12,12.0,0.08146463282570991,Intermittent
ITM11982,Apparel,22.4,3.98,4,4,4.0,0.03156967474489796,Intermittent
ITM10453,Automotive,40.13,3.22,4,8,8.0,0.006438332831703394,Intermittent
ITM10701,Groceries,28.49,8.03,6,3,3.0,0.07944127249146554,Intermittent
ITM13013,Groceries,4.06,2.2,5,14,14.0,0.29362517896576,Intermittent
ITM10530,Apparel,16.74,1.49,8,5,5.0,0.00792248871988341,Intermittent
ITM10321,Apparel,47.49,8.95,2,7,7.0,0.035517446214807506,Intermittent
ITM11535,Electronics,11.88,7.13,2,5,5.0,0.36020204854379934,Intermittent
ITM11059,Automotive,45.93,8.54,4,12,12.0,0.034571868350672684,Intermittent
ITM10604,Groceries,30.06,2.19,2,13,13.0,0.0053077477778972985,Intermittent
ITM12184,Pharma,22.17,4.89,2,6,6.0,0.04865039066433994,Intermittent
ITM12173,Groceries,39.77,8.17,4,8,8.0,0.04220199008265339,Intermittent
ITM13102,Electronics,4.89,4.64,5,7,7.0,0.9003642507349835,Lumpy
ITM11811,Automotive,38.85,7.07,3,10,10.0,0.03311744176609042,Intermittent
ITM10514,Pharma,10.61,3.23,5,12,12.0,0.09267749291343062,Intermittent
ITM12448,Groceries,17.04,1.86,5,3,3.0,0.0119147986510613,Intermittent
ITM13015,Groceries,45.67,3.99,4,6,6.0,0.007632797984455366,Intermittent
ITM11692,Electronics,19.27,3.08,3,14,14.0,0.025546887981108064,Intermittent
ITM12103,Pharma,28.02,1.22,5,5,5.0,0.0018957601916852497,Intermittent
ITM10728,Groceries,49.69,8.87,3,14,14.0,0.0318646568677501,Intermittent
ITM13106,Pharma,43.96,9.54,9,5,5.0,0.047095713615073996,Intermittent
ITM10080,Automotive,30.37,8.23,9,6,6.0,0.07343618150808019,Intermittent
ITM11135,Apparel,34.47,3.47,5,11,11.0,0.010133894594669887,Intermittent
ITM10367,Groceries,23.48,2.41,9,8,8.0,0.010535081507622569,Intermittent
ITM10483,Automotive,13.36,7.01,9,7,7.0,0.27531071838359206,Intermittent
ITM12542,Electronics,15.28,6.7,2,7,7.0,0.192266179655163,Intermittent
ITM12594,Automotive,26.82,9.08,3,7,7.0,0.11461834941257791,Intermittent
ITM11164,Apparel,28.16,4.43,6,3,3.0,0.02474811648534349,Intermittent
ITM11020,Electronics,6.7,7.05,2,9,9.0,1.1072065047894855,Lumpy
ITM11786,Apparel,20.67,4.26,8,4,4.0,0.04247547506851391,Intermittent
ITM12636,Apparel,19.42,8.2,2,12,12.0,0.17829093134473356,Intermittent
ITM10435,Pharma,18.3,2.52,2,9,9.0,0.018962644450416555,Intermittent
ITM11634,Apparel,7.39,3.53,2,11,11.0,0.22817104634320964,Intermittent
ITM10045,Electronics,3.92,9.92,3,11,11.0,6.403998334027489,Lumpy
ITM10036,Groceries,28.18,9.49,8,6,6.0,0.1134097641593306,Intermittent
ITM11094,Groceries,14.36,1.74,4,6,6.0,0.014682148648753501,Intermittent
ITM11469,Groceries,36.05,4.51,3,8,8.0,0.015651016368466514,Intermittent
ITM12347,Electronics,30.37,5.23,6,10,10.0,0.029656083368235622,Intermittent
ITM11695,Automotive,20.67,5.82,5,11,11.0,0.07928025092633356,Intermittent
ITM10047,Automotive,15.73,1.75,9,3,3.0,0.012377092941156975,Intermittent
ITM11788,Automotive,32.21,9.21,2,8,8.0,0.08175942166246213,Intermittent
ITM12085,Apparel,8.26,7.48,6,3,3.0,0.8200552269169664,Lumpy
ITM12674,Groceries,6.91,7.89,9,13,13.0,1.3037607779157703,Lumpy
ITM11795,Automotive,36.48,3.3,3,14,14.0,0.00818310682132964,Intermittent
ITM11452,Groceries,35.25,8.42,2,3,3.0,0.05705660681052261,Intermittent
ITM13125,Apparel,35.01,8.94,6,14,14.0,0.06520648892824599,Intermittent
ITM12768,Electronics,33.28,7.46,3,9,9.0,0.05024710209411981,Intermittent
ITM12627,Groceries,29.52,1.08,3,6,6.0,0.0013384889946460444,Intermittent
ITM12917,Automotive,8.5,0.59,5,3,3.0,0.004817993079584775,Intermittent
ITM10977,Apparel,41.63,1.08,4,12,12.0,0.0006730304123309512,Intermittent
ITM10868,Apparel,39.32,1.37,8,9,9.0,0.0012139872232841316,Intermittent
ITM11767,Electronics,34.26,6.03,8,11,11.0,0.03097846589846063,Intermittent
ITM12142,Electronics,33.62,3.7,5,9,9.0,0.012111781569637351,Intermittent
ITM13155,Pharma,20.01,7.3,9,14,14.0,0.13309187485217908,Intermittent
ITM11675,Groceries,17.13,6.97,3,9,9.0,0.16555825119472023,Intermittent
ITM11563,Groceries,26.81,6.79,3,4,4.0,0.06414250557301501,Intermittent
ITM11647,Pharma,42.98,9.03,9,14,14.0,0.04414105189444981,Intermittent
ITM11919,Pharma,48.5,6.7,4,3,3.0,0.019083855882665535,Intermittent
ITM12495,Apparel,10.72,8.57,5,13,13.0,0.639104790877701,Lumpy
ITM10458,Apparel,25.11,3.89,5,4,4.0,0.02399969802324175,Intermittent
ITM12389,Apparel,11.7,8.39,9,5,5.0,0.5142238293520347,Lumpy
ITM11496,Automotive,3.08,4.83,6,5,5.0,2.459194214876033,Lumpy
ITM12803,Electronics,15.55,8.06,3,7,7.0,0.2686638889176084,Intermittent
ITM11493,Apparel,1.9,3.93,6,5,5.0,4.278365650969529,Lumpy
ITM10184,Apparel,35.11,7.57,8,3,3.0,0.0464868479834018,Intermittent
ITM10165,Apparel,13.52,9.7,6,8,8.0,0.5147425685375161,Lumpy
ITM11580,Pharma,41.57,8.12,6,11,11.0,0.03815504845911747,Intermittent
ITM13045,Pharma,29.0,8.9,4,13,13.0,0.09418549346016647,Intermittent
ITM11756,Groceries,39.53,4.45,5,7,7.0,0.012672619443397948,Intermittent
ITM13178,Automotive,15.31,6.38,3,13,13.0,0.1736564729532616,Intermittent
ITM13094,Groceries,12.4,5.48,3,11,11.0,0.1953069719042664,Intermittent
ITM10765,Pharma,16.25,4.54,6,6,6.0,0.07805576331360947,Intermittent
ITM11273,Pharma,38.29,7.73,6,9,9.0,0.04075569046303789,Intermittent
ITM10781,Electronics,14.33,2.08,2,4,4.0,0.02106853262910101,Intermittent
ITM12838,Electronics,34.56,3.23,2,13,13.0,0.008734892752271947,Intermittent
ITM12019,Groceries,11.08,8.92,4,8,8.0,0.648112187047922,Lumpy
ITM11839,Electronics,44.0,8.91,9,11,11.0,0.04100625000000001,Intermittent
ITM11375,Apparel,3.66,2.52,8,9,9.0,0.47406611126041387,Intermittent
ITM12732,Electronics,21.32,1.67,4,11,11.0,0.0061356212313746755,Intermittent
ITM12733,Automotive,2.77,5.3,4,11,11.0,3.6609365428977303,Lumpy
ITM10024,Electronics,35.96,3.54,3,8,8.0,0.009690967964652358,Intermittent
ITM12593,Apparel,48.31,4.44,5,6,6.0,0.008446793270587678,Intermittent
ITM11193,Apparel,27.47,7.91,2,11,11.0,0.08291548552353965,Intermittent
ITM10016,Pharma,27.66,2.83,7,9,9.0,0.010468115830644711,Intermittent
ITM10389,Apparel,23.63,5.51,6,11,11.0,0.05437205586405885,Intermittent
ITM11439,Automotive,9.05,2.87,9,5,5.0,0.10056957968315987,Intermittent
ITM12254,Apparel,20.41,9.52,4,4,4.0,0.21756442704086074,Intermittent
ITM12730,Groceries,11.58,0.87,8,8,8.0,0.005644446830787404,Intermittent
ITM11715,Apparel,48.4,1.35,2,6,6.0,0.000777995014001776,Intermittent
ITM12769,Groceries,8.38,3.93,9,14,14.0,0.21993637539088975,Intermittent
ITM12706,Electronics,45.09,0.83,4,14,14.0,0.0003388408122519407,Intermittent
ITM12811,Electronics,48.81,1.42,7,5,5.0,0.0008463676853090439,Intermittent
ITM13018,Pharma,16.34,4.88,9,11,11.0,0.08919397922662398,Intermittent
ITM12828,Automotive,47.4,3.47,5,8,8.0,0.005359228400007123,Intermittent
ITM12071,Pharma,12.07,4.97,6,3,3.0,0.1695501730103806,Intermittent
ITM13076,Pharma,12.31,8.75,6,13,13.0,0.5052426451518812,Lumpy
ITM10311,Groceries,30.09,2.39,8,12,12.0,0.006308867791220335,Intermittent
ITM12881,Pharma,38.16,4.09,9,7,7.0,0.01148761531497084,Intermittent
ITM12196,Apparel,22.11,2.41,7,11,11.0,0.011881098598124055,Intermittent
ITM11400,Groceries,44.46,5.19,6,8,8.0,0.013626860153602111,Intermittent
ITM12658,Automotive,26.98,4.72,4,12,12.0,0.030605544232583663,Intermittent
ITM12031,Groceries,44.11,5.52,6,4,4.0,0.015660442883023474,Intermittent
ITM13010,Pharma,47.3,9.56,7,3,3.0,0.040850135655189995,Intermittent
ITM10443,Groceries,14.12,1.09,2,5,5.0,0.005959140190515936,Intermittent
ITM10456,Automotive,39.38,2.81,6,6,6.0,0.005091681345259856,Intermittent
ITM10577,Pharma,26.03,8.97,8,8,8.0,0.1187508015884624,Intermittent
ITM12566,Groceries,8.54,8.07,4,6,6.0,0.8929586077914103,Lumpy
ITM11211,Groceries,48.44,3.06,3,6,6.0,0.003990566790383499,Intermittent
ITM11560,Pharma,31.18,7.05,2,8,8.0,0.05112413962503718,Intermittent
ITM10696,Pharma,44.31,6.22,9,9,9.0,0.0197050376644597,Intermittent
ITM12705,Pharma,18.42,3.8,2,13,13.0,0.04255865962621471,Intermittent
ITM12598,Apparel,15.83,8.96,7,8,8.0,0.3203717323472828,Intermittent
ITM12044,Groceries,4.34,9.85,8,11,11.0,5.151017222705939,Lumpy
ITM11816,Pharma,17.65,3.53,4,12,12.0,0.04000000000000001,Intermittent
ITM10559,Pharma,2.88,8.12,3,12,12.0,7.949266975308641,Lumpy
ITM12417,Pharma,20.12,4.01,5,13,13.0,0.03972215415261907,Intermittent
ITM12553,Apparel,21.77,4.18,5,4,4.0,0.03686682228644603,Intermittent
ITM11305,Apparel,12.97,3.43,9,8,8.0,0.06993720756457728,Intermittent
ITM13165,Apparel,31.67,8.97,8,4,4.0,0.08022112707329064,Intermittent
ITM11830,Groceries,38.89,3.25,7,14,14.0,0.006983784594362947,Intermittent
ITM10567,Automotive,34.08,3.64,2,3,3.0,0.011407844563468451,Intermittent
ITM10518,Automotive,35.26,6.19,9,5,5.0,0.03081886795730863,Intermittent
ITM10678,Automotive,41.72,6.99,7,13,13.0,0.028071508545763246,Intermittent
ITM10591,Electronics,49.97,3.64,5,8,8.0,0.005306205536409699,Intermittent
ITM11453,Groceries,45.3,7.03,7,14,14.0,0.024083202978426876,Intermittent
ITM10086,Electronics,17.96,7.32,3,12,12.0,0.16611524744420908,Intermittent
ITM10077,Pharma,38.7,7.51,6,6,6.0,0.037658060079188614,Intermittent
ITM11643,Electronics,6.02,2.47,6,11,11.0,0.16834527212723926,Intermittent
ITM11879,Automotive,29.6,9.88,2,9,9.0,0.11141161431701975,Intermittent
ITM10079,Pharma,37.33,5.1,6,8,8.0,0.018664844338714466,Intermittent
ITM10233,Pharma,39.23,9.11,9,7,7.0,0.05392623968570615,Intermittent
ITM11588,Pharma,35.37,6.98,2,4,4.0,0.038944015160544035,Intermittent
ITM12089,Apparel,47.77,6.77,6,4,4.0,0.02008476963069982,Intermittent
ITM11428,Automotive,13.54,9.27,2,4,4.0,0.4687293407137668,Intermittent
ITM13083,Electronics,2.58,0.9,8,5,5.0,0.12168739859383451,Intermittent
ITM11264,Electronics,15.78,8.5,6,13,13.0,0.29015085434868865,Intermittent
ITM11047,Groceries,38.54,1.85,7,14,14.0,0.002304199277790899,Intermittent
ITM10587,Electronics,32.64,8.71,2,10,10.0,0.07120918411788735,Intermittent
ITM10350,Apparel,31.25,4.6,9,5,5.0,0.02166784,Intermittent
ITM11260,Automotive,23.15,8.62,8,4,4.0,0.13864765894322403,Intermittent
ITM13071,Pharma,46.77,1.21,6,8,8.0,0.0006693233881597008,Intermittent
ITM10303,Automotive,34.22,9.33,9,14,14.0,0.0743366998904534,Intermittent
ITM11973,Electronics,1.38,2.67,7,11,11.0,3.7433837429111536,Lumpy
ITM12162,Groceries,8.53,6.22,6,7,7.0,0.5317196461286213,Lumpy
ITM11023,Automotive,32.61,0.75,8,12,12.0,0.0005289576825390646,Intermittent
ITM13080,Automotive,24.46,1.98,6,3,3.0,0.00655265760040756,Intermittent
ITM11369,Groceries,13.35,8.98,9,3,3.0,0.45247036709730826,Intermittent
ITM12939,Groceries,35.12,1.24,2,8,8.0,0.0012466207626568979,Intermittent
ITM10584,Groceries,41.02,2.82,5,5,5.0,0.004726143506360597,Intermittent
ITM10712,Apparel,9.57,6.36,3,3,3.0,0.44166232643154063,Intermittent
ITM12086,Automotive,40.77,1.19,3,6,6.0,0.0008519468468431069,Intermittent
ITM10606,Pharma,32.6,8.19,9,10,10.0,0.06311500244646015,Intermittent
ITM10848,Electronics,25.91,4.69,8,6,6.0,0.03276505184275767,Intermittent
ITM10317,Apparel,34.33,0.58,6,9,9.0,0.00028543575917808754,Intermittent
ITM11960,Apparel,46.86,0.83,4,3,3.0,0.0003137267974692006,Intermittent
ITM10044,Apparel,48.72,3.52,2,11,11.0,0.005220003181613511,Intermittent
ITM10934,Automotive,15.4,6.5,9,3,3.0,0.17814977230561643,Intermittent
ITM11740,Apparel,35.57,9.71,5,14,14.0,0.07451963678552327,Intermittent
ITM12112,Electronics,37.16,3.32,4,3,3.0,0.00798223954597754,Intermittent
ITM11946,Groceries,23.86,0.89,5,14,14.0,0.0013913587854268651,Intermittent
ITM11170,Groceries,14.1,7.37,9,13,13.0,0.2732101000955687,Intermittent
ITM11338,Pharma,35.28,8.05,2,14,14.0,0.05206364953388764,Intermittent
ITM10955,Electronics,23.61,8.14,3,7,7.0,0.11886577755389405,Intermittent
ITM10172,Apparel,44.15,7.37,4,12,12.0,0.027865931159731634,Intermittent
ITM13054,Pharma,44.78,4.24,9,4,4.0,0.008965273329728128,Intermittent
ITM10960,Pharma,25.6,3.1,5,12,12.0,0.0146636962890625,Intermittent
ITM10852,Pharma,47.5,4.85,9,14,14.0,0.010425484764542935,Intermittent
ITM10376,Pharma,27.51,7.65,9,11,11.0,0.07732887456013812,Intermittent
ITM13130,Automotive,32.23,3.86,4,8,8.0,0.014343462367953573,Intermittent
ITM12108,Automotive,34.41,0.53,9,8,8.0,0.00023723698386915202,Intermittent
ITM12189,Automotive,23.24,5.51,4,11,11.0,0.05621224756414396,Intermittent
ITM10071,Automotive,14.95,1.85,3,8,8.0,0.015313027818480781,Intermittent
ITM11190,Automotive,41.67,8.86,7,8,8.0,0.045208535944914176,Intermittent
ITM13159,Groceries,20.3,6.39,4,13,13.0,0.09908539396733722,Intermittent
ITM11797,Automotive,22.62,4.07,2,8,8.0,0.03237454081229806,Intermittent
ITM10883,Groceries,25.43,7.86,3,10,10.0,0.09553277028735326,Intermittent
ITM12637,Groceries,27.08,0.63,3,5,5.0,0.0005412323898335039,Intermittent
ITM10439,Electronics,47.53,6.45,8,4,4.0,0.018415512118117434,Intermittent
ITM12709,Pharma,39.14,6.93,6,12,12.0,0.03134908190897343,Intermittent
ITM10129,Automotive,43.38,10.0,3,7,7.0,0.053139921025574965,Intermittent
ITM12642,Pharma,45.99,5.6,8,11,11.0,0.01482686163989723,Intermittent
ITM11214,Electronics,18.03,9.26,6,13,13.0,0.2637731100166143,Intermittent
ITM11862,Apparel,38.95,2.09,9,5,5.0,0.002879238548483045,Intermittent
ITM13097,Apparel,40.84,0.56,4,12,12.0,0.00018802023327938944,Intermittent
ITM12997,Groceries,8.03,7.38,3,7,7.0,0.84465942627972,Lumpy
ITM12482,Apparel,27.6,3.01,9,12,12.0,0.01189364104179794,Intermittent
ITM12245,Automotive,41.6,4.35,7,10,10.0,0.01093432183801775,Intermittent
ITM12808,Groceries,30.23,7.82,9,13,13.0,0.06691711543509903,Intermittent
ITM11501,Apparel,48.79,2.12,3,11,11.0,0.0018880351944816141,Intermittent
ITM11891,Groceries,18.03,4.28,4,13,13.0,0.056350280807023735,Intermittent
ITM11635,Apparel,6.63,2.18,8,10,10.0,0.10811499446048292,Intermittent
ITM10106,Groceries,7.99,8.31,3,14,14.0,1.0817041326689651,Lumpy
ITM10582,Electronics,33.97,2.23,8,4,4.0,0.004309418109400415,Intermittent
ITM12371,Automotive,3.34,1.59,7,11,11.0,0.22662160708523077,Intermittent
ITM12187,Pharma,17.01,4.33,2,4,4.0,0.06479883016560786,Intermittent
ITM11063,Electronics,40.24,7.67,6,14,14.0,0.03633078516969751,Intermittent
ITM12796,Electronics,14.25,9.12,3,9,9.0,0.40959999999999985,Intermittent
ITM12993,Electronics,21.51,8.97,6,14,14.0,0.1739017952144473,Intermittent
ITM10393,Electronics,11.91,3.01,4,7,7.0,0.06387184600992186,Intermittent
ITM10879,Groceries,4.52,9.47,9,13,13.0,4.389581212311067,Lumpy
ITM12614,Pharma,21.84,5.51,4,9,9.0,0.06364992989306176,Intermittent
ITM12902,Automotive,43.53,2.83,9,11,11.0,0.004226642705013333,Intermittent
ITM12127,Apparel,34.59,6.75,5,5,5.0,0.03808083140703876,Intermittent
ITM12197,Automotive,3.81,6.11,8,9,9.0,2.571772032432954,Lumpy
ITM10841,Automotive,19.05,1.67,5,13,13.0,0.007684984258857407,Intermittent
ITM10971,Automotive,49.17,4.4,5,12,12.0,0.008007647303174532,Intermittent
ITM12415,Automotive,13.28,1.81,3,13,13.0,0.01857637628828567,Intermittent
ITM12949,Apparel,42.65,6.11,5,13,13.0,0.0205231656013051,Intermittent
ITM10898,Electronics,9.56,2.46,3,3,3.0,0.06621470212356224,Intermittent
ITM12638,Groceries,47.16,9.11,2,10,10.0,0.037315491053861,Intermittent
ITM10957,Automotive,27.65,2.86,6,13,13.0,0.010698965694273222,Intermittent
ITM10425,Apparel,41.81,7.24,3,4,4.0,0.029985879905342787,Intermittent
ITM11976,Automotive,29.01,7.8,5,9,9.0,0.0722925839144723,Intermittent
ITM10550,Groceries,10.78,4.48,7,8,8.0,0.17271040647664032,Intermittent
ITM13085,Pharma,32.95,9.97,4,7,7.0,0.09155445437401129,Intermittent
ITM10608,Apparel,36.85,3.51,3,13,13.0,0.00907275636127982,Intermittent
ITM11704,Electronics,22.03,7.33,3,8,8.0,0.11070798723071683,Intermittent
ITM11940,Apparel,9.28,6.38,6,8,8.0,0.47265625,Intermittent
ITM12297,Automotive,29.02,6.46,5,12,12.0,0.04955303051532701,Intermittent
ITM12779,Pharma,21.47,6.23,3,8,8.0,0.08419998312221279,Intermittent
ITM12748,Electronics,6.52,3.67,8,8,8.0,0.3168377620535211,Intermittent
ITM10043,Apparel,39.54,1.07,5,9,9.0,0.0007323087534977995,Intermittent
ITM12528,Pharma,24.17,3.27,9,9,9.0,0.018303839734031234,Intermittent
ITM13001,Automotive,19.4,7.51,9,10,10.0,0.14985678605590394,Intermittent
ITM10274,Groceries,4.58,5.2,5,12,12.0,1.289067714193093,Lumpy
ITM12225,Electronics,12.02,9.41,6,12,12.0,0.6128727495217345,Lumpy
ITM11671,Pharma,1.97,4.59,2,9,9.0,5.42866345435337,Lumpy
ITM11122,Automotive,41.91,2.22,5,7,7.0,0.002805889909300481,Intermittent
ITM10660,Automotive,12.9,5.45,6,3,3.0,0.17848987440658617,Intermittent
ITM12423,Apparel,10.9,2.85,6,10,10.0,0.06836545745307633,Intermittent
ITM12333,Apparel,35.6,9.16,2,12,12.0,0.06620502461810376,Intermittent
ITM12649,Automotive,28.68,4.79,7,3,3.0,0.02789412436368022,Intermittent
ITM12715,Pharma,8.61,6.05,4,9,9.0,0.4937469733084588,Lumpy
ITM10691,Automotive,21.17,1.84,3,11,11.0,0.00755429482054645,Intermittent
ITM12414,Groceries,6.8,4.12,6,8,8.0,0.3670934256055364,Intermittent
ITM12950,Automotive,30.56,5.57,9,10,10.0,0.03322031074394891,Intermittent
ITM11729,Apparel,6.65,3.19,5,5,5.0,0.23011136864718185,Intermittent
ITM13162,Groceries,19.47,2.55,2,12,12.0,0.017153330595131543,Intermittent
ITM10476,Pharma,14.88,3.93,6,8,8.0,0.0697556256503642,Intermittent
ITM11607,Pharma,22.66,1.23,3,11,11.0,0.002946391220926564,Intermittent
ITM12412,Groceries,28.43,1.68,4,7,7.0,0.003491924491586855,Intermittent
ITM12697,Automotive,3.57,0.83,8,10,10.0,0.054052993746518216,Intermittent
ITM12701,Pharma,4.2,3.05,7,4,4.0,0.5273526077097506,Lumpy
ITM10937,Electronics,21.94,3.23,2,8,8.0,0.02167363714248439,Intermittent
ITM11001,Pharma,35.02,9.16,9,9,9.0,0.06841615511540927,Intermittent
ITM13031,Pharma,37.63,2.97,9,6,6.0,0.006229374804778107,Intermittent
ITM12756,Automotive,18.92,8.64,7,4,4.0,0.20853800803650846,Intermittent
ITM11503,Groceries,35.9,8.94,3,9,9.0,0.06201348530815248,Intermittent
ITM12062,Electronics,47.32,7.2,7,14,14.0,0.02315130737004721,Intermittent
ITM12971,Electronics,49.56,9.24,4,10,10.0,0.03476012640045964,Intermittent
ITM10770,Automotive,37.72,3.35,9,14,14.0,0.007887624838487308,Intermittent
ITM12671,Groceries,6.82,4.24,4,13,13.0,0.3865119839010672,Intermittent
ITM10839,Groceries,6.63,8.49,8,10,10.0,1.639790340083127,Lumpy
ITM12944,Apparel,20.02,8.54,8,10,10.0,0.18196488825859455,Intermittent
ITM10426,Electronics,16.99,6.03,4,9,9.0,0.1259644128163193,Intermittent
