SKU,category,forecast_14d_total,mu_demand,sigma_demand,mu_lead,sigma_lead,safety_stock,ROP,EOQ,current_stock,annual_cost_dynamic,annual_cost_static,cost_saving_pct,action
ITM11866,Apparel,677.2,48.371,0.017,6.0,1.5,119.36,409.58,66.31,77,83373.83,161179.54,48.27,Reorder Now
ITM11867,Apparel,548.27,39.162,0.075,5.0,1.5,96.63,292.44,50.1,309,90698.77,184612.72,50.87,Hold
ITM11868,Automotive,505.81,36.13,0.041,8.0,1.5,89.15,378.19,55.81,270,67969.26,133901.88,49.24,Reorder Now
ITM11869,Electronics,506.15,36.153,0.135,4.0,1.5,89.21,233.82,54.22,295,70988.64,133314.38,46.75,Hold
ITM11871,Automotive,637.33,45.524,0.329,2.0,1.5,112.33,203.38,115.71,377,36608.35,54641.41,33.0,Hold
ITM11872,Groceries,80.54,5.753,0.451,3.0,1.5,14.25,31.51,20.27,235,18691.44,25580.0,26.93,Hold
ITM11873,Electronics,549.38,39.241,0.17,2.0,1.5,96.83,175.31,198.09,413,17926.18,17645.05,-1.59,Hold
ITM11875,Automotive,251.0,17.929,0.081,7.0,1.5,44.24,169.74,59.29,71,22544.33,32706.54,31.07,Reorder Now
ITM11876,Electronics,380.26,27.161,0.178,7.0,1.5,67.03,257.16,56.86,290,42941.42,73972.09,41.95,Hold
ITM11877,Pharma,551.83,39.416,0.137,7.0,1.5,97.26,373.17,75.58,103,50723.74,88391.77,42.61,Reorder Now
ITM11879,Automotive,419.33,29.952,0.207,2.0,1.5,73.91,133.81,71.25,312,36725.97,59874.31,38.66,Hold
ITM11880,Groceries,282.86,20.205,0.226,9.0,1.5,49.87,231.71,41.56,145,42729.56,80023.88,46.6,Reorder Now
ITM11881,Pharma,675.12,48.223,0.213,8.0,1.5,118.99,504.78,70.51,315,75894.38,142168.9,46.62,Reorder Now
ITM11882,Automotive,169.2,12.085,0.248,5.0,1.5,29.83,90.26,27.31,91,35997.14,70949.71,49.26,Hold
ITM11884,Electronics,426.61,30.472,0.411,7.0,1.5,75.21,288.52,41.85,255,79906.0,164576.12,51.45,Reorder Now
ITM11885,Electronics,289.78,20.699,0.126,8.0,1.5,51.08,216.67,143.87,75,10893.19,10067.77,-8.2,Reorder Now
ITM11886,Electronics,51.15,3.654,0.039,4.0,1.5,9.02,23.63,17.1,426,12581.02,8536.0,-47.39,Hold
ITM11887,Groceries,319.07,22.791,0.345,9.0,1.5,56.26,261.38,137.81,379,12659.69,13068.52,3.13,Hold
ITM11888,Pharma,214.13,15.295,0.142,2.0,1.5,37.74,68.33,32.37,414,40152.1,71141.97,43.56,Hold
ITM11889,Apparel,107.37,7.67,0.474,6.0,1.5,19.02,65.04,37.34,129,12714.58,15933.19,20.2,Hold
ITM11890,Groceries,84.78,6.056,0.466,6.0,1.5,15.06,51.39,27.18,211,13746.25,17499.74,21.45,Hold
ITM11891,Groceries,251.28,17.948,0.081,4.0,1.5,44.29,116.08,46.78,411,30533.66,51809.46,41.07,Hold
ITM11892,Apparel,423.24,30.231,0.133,9.0,1.5,74.6,346.68,42.05,112,78321.16,162591.55,51.83,Reorder Now
ITM11893,Apparel,580.86,41.49,0.153,4.0,1.5,102.38,268.34,119.61,369,31069.37,43894.63,29.22,Hold
ITM11894,Electronics,127.23,9.088,0.002,4.0,1.5,22.42,58.78,25.76,75,25751.26,48471.86,46.87,Hold
ITM11895,Groceries,288.77,20.626,0.097,7.0,1.5,50.9,195.28,32.44,79,63383.46,133086.47,52.37,Reorder Now
ITM11896,Automotive,288.57,20.612,0.194,9.0,1.5,50.87,236.38,121.34,157,12561.48,13374.12,6.08,Reorder Now
ITM11897,Apparel,373.51,26.679,0.266,7.0,1.5,65.84,252.6,37.08,58,77750.64,155673.22,50.06,Reorder Now
ITM11898,Apparel,583.2,41.657,0.19,2.0,1.5,102.79,186.11,179.01,47,20973.88,21901.55,4.24,Reorder Now
ITM11899,Pharma,394.88,28.206,0.33,4.0,1.5,69.61,182.43,40.73,68,73612.53,147423.77,50.07,Reorder Now
ITM11900,Automotive,580.6,41.472,0.191,5.0,1.5,102.33,309.69,46.36,439,112312.4,242578.54,53.7,Hold
ITM11901,Automotive,377.48,26.963,0.272,6.0,1.5,66.54,228.32,36.81,144,79988.25,160742.81,50.24,Reorder Now
ITM11902,Apparel,424.25,30.303,0.11,9.0,1.5,74.78,347.5,55.89,32,51793.5,95696.53,45.88,Reorder Now
ITM11903,Electronics,331.48,23.677,0.007,4.0,1.5,58.42,153.13,36.78,499,65134.1,123158.18,47.11,Hold
ITM11904,Pharma,582.85,41.632,0.095,9.0,1.5,102.73,477.42,112.32,55,33500.54,48327.51,30.68,Reorder Now
ITM11905,Automotive,631.17,45.084,0.155,6.0,1.5,111.25,381.75,70.39,120,68556.71,131264.97,47.77,Reorder Now
ITM11907,Automotive,582.31,41.594,0.124,8.0,1.5,102.63,435.38,69.95,105,61136.04,111124.94,44.98,Reorder Now
ITM11908,Pharma,50.1,3.578,0.015,3.0,1.5,8.83,19.56,15.82,23,13517.96,22821.68,40.77,Hold
ITM11909,Pharma,632.39,45.171,0.063,4.0,1.5,111.46,292.14,129.34,242,31974.95,44098.71,27.49,Reorder Now
ITM11910,Groceries,165.53,11.824,0.067,6.0,1.5,29.18,100.12,24.31,357,41205.5,68963.35,40.25,Hold
ITM11911,Apparel,213.57,15.255,0.234,8.0,1.5,37.66,159.7,34.13,467,37107.3,60809.07,38.98,Hold
ITM11912,Pharma,50.23,3.588,0.02,3.0,1.5,8.85,19.62,14.28,185,15513.78,25473.21,39.1,Hold
ITM11913,Groceries,668.04,47.717,0.379,4.0,1.5,117.75,308.62,53.29,402,113591.41,240202.56,52.71,Hold
ITM11916,Automotive,583.58,41.685,0.086,7.0,1.5,102.86,394.65,62.13,395,72644.03,142033.83,48.85,Hold
ITM11917,Groceries,332.46,23.747,0.081,6.0,1.5,58.6,201.08,57.43,490,34825.59,60400.67,42.34,Hold
ITM11918,Automotive,637.84,45.56,0.446,3.0,1.5,112.43,249.11,121.23,297,34752.99,50481.64,31.16,Hold
ITM11919,Pharma,670.29,47.878,0.211,4.0,1.5,118.14,309.65,79.9,149,62950.64,114952.29,45.24,Reorder Now
ITM11920,Electronics,380.5,27.179,0.084,9.0,1.5,67.06,311.67,45.21,50,59461.6,108405.29,45.15,Reorder Now
ITM11921,Pharma,127.35,9.096,0.019,3.0,1.5,22.45,49.73,41.04,394,14173.64,21574.52,34.3,Hold
ITM11922,Groceries,464.37,33.169,0.161,4.0,1.5,81.85,214.52,59.4,30,54515.92,100317.07,45.66,Reorder Now
ITM11923,Groceries,675.71,48.265,0.038,9.0,1.5,119.09,553.48,74.48,495,70278.71,132258.15,46.86,Reorder Now
ITM11924,Pharma,629.92,44.994,0.136,9.0,1.5,111.02,515.97,149.99,321,27265.48,33147.24,17.74,Reorder Now
ITM11925,Automotive,583.74,41.696,0.109,2.0,1.5,102.88,186.28,56.85,115,82821.54,169741.32,51.21,Reorder Now
ITM11926,Automotive,633.66,45.261,0.217,9.0,1.5,111.69,519.04,59.46,209,88222.6,181162.26,51.3,Reorder Now
ITM11927,Groceries,632.38,45.17,0.035,3.0,1.5,111.46,246.97,48.25,472,121333.69,256088.12,52.62,Hold
ITM11928,Apparel,548.56,39.183,0.121,3.0,1.5,96.68,214.23,76.47,211,49496.85,85498.38,42.11,Reorder Now
ITM11929,Automotive,506.2,36.157,0.004,5.0,1.5,89.22,270.0,63.38,285,56728.01,104075.9,45.49,Hold
ITM11930,Pharma,214.84,15.346,0.03,8.0,1.5,37.87,160.63,42.0,443,28161.5,43778.13,35.67,Hold
ITM11931,Automotive,423.5,30.25,0.066,7.0,1.5,74.64,286.39,40.44,147,83227.2,176497.85,52.85,Reorder Now
ITM11932,Pharma,380.84,27.203,0.04,3.0,1.5,67.12,148.73,55.6,257,44383.05,77337.93,42.61,Hold
ITM11933,Groceries,588.15,42.011,0.302,6.0,1.5,103.67,355.73,66.85,427,66172.82,127120.01,47.94,Hold
ITM11934,Automotive,332.22,23.73,0.061,8.0,1.5,58.55,248.39,63.96,374,30267.58,51104.82,40.77,Hold
ITM11935,Pharma,117.7,8.407,0.528,9.0,1.5,20.91,96.57,91.69,447,5644.09,4982.24,-13.28,Hold
ITM11936,Groceries,64.03,4.574,0.515,4.0,1.5,11.41,29.71,38.41,131,6472.1,4582.33,-41.24,Hold
ITM11937,Apparel,466.17,33.298,0.112,2.0,1.5,82.16,148.76,48.09,335,74535.67,151524.56,50.81,Hold
ITM11938,Pharma,385.03,27.502,0.444,6.0,1.5,67.88,232.9,44.32,465,62356.62,122809.7,49.23,Hold
ITM11939,Apparel,251.59,17.97,0.015,8.0,1.5,44.34,188.11,50.31,362,27808.62,44000.65,36.8,Hold
ITM11940,Apparel,128.51,9.179,0.122,6.0,1.5,22.65,77.73,30.3,164,21002.42,34861.77,39.76,Hold
ITM11942,Automotive,86.65,6.189,0.01,6.0,1.5,15.27,52.41,20.38,266,20519.0,33330.46,38.44,Hold
ITM11943,Pharma,253.02,18.073,0.12,8.0,1.5,44.6,189.18,32.61,242,51202.36,95777.69,46.54,Hold
ITM11944,Apparel,287.9,20.564,0.257,2.0,1.5,50.75,91.87,33.71,498,59546.73,112278.33,46.97,Hold
ITM11945,Electronics,332.16,23.725,0.101,9.0,1.5,58.54,272.07,74.28,332,25176.8,37852.01,33.49,Hold
ITM11946,Groceries,331.56,23.683,0.0,5.0,1.5,58.44,176.85,40.84,458,55777.49,107812.36,48.26,Hold
ITM11948,Apparel,583.39,41.671,0.041,9.0,1.5,102.82,477.86,55.77,200,85170.46,173651.9,50.95,Reorder Now
ITM11949,Automotive,253.21,18.086,0.174,3.0,1.5,44.63,98.89,48.47,203,29465.35,49986.23,41.05,Hold
ITM11950,Electronics,165.69,11.835,0.036,8.0,1.5,29.2,123.88,30.06,245,30495.09,55625.05,45.18,Hold
ITM11951,Apparel,128.13,9.152,0.163,6.0,1.5,22.59,77.5,25.48,284,26409.12,48058.24,45.05,Hold
ITM11952,Automotive,248.28,17.734,0.284,9.0,1.5,43.78,203.39,45.68,297,30990.88,50307.49,38.4,Hold
ITM11953,Apparel,98.09,7.007,0.358,3.0,1.5,17.32,38.34,48.33,416,8466.93,8166.06,-3.68,Hold
ITM11954,Pharma,68.57,4.898,0.035,8.0,1.5,12.09,51.27,19.79,108,15439.08,17214.81,10.32,Hold
ITM11955,Pharma,424.77,30.341,0.115,3.0,1.5,74.87,165.89,43.28,195,75395.96,152583.35,50.59,Hold
ITM11956,Pharma,423.3,30.236,0.166,6.0,1.5,74.61,256.03,38.88,37,88367.26,189045.4,53.26,Reorder Now
ITM11957,Electronics,380.24,27.16,0.116,5.0,1.5,67.02,202.82,72.27,390,31393.57,49470.11,36.54,Hold
ITM11958,Pharma,548.24,39.16,0.145,8.0,1.5,96.63,409.91,52.33,479,84896.87,167148.06,49.21,Hold
ITM11959,Automotive,60.99,4.357,0.08,3.0,1.5,10.75,23.82,53.89,443,4334.33,4481.13,3.28,Hold
ITM11960,Apparel,677.18,48.37,0.024,4.0,1.5,119.35,312.83,49.93,420,128699.33,267072.48,51.81,Hold
ITM11961,Groceries,81.89,5.85,0.337,3.0,1.5,14.47,32.01,69.82,418,4759.19,4745.17,-0.3,Hold
ITM11962,Automotive,461.71,32.98,0.172,7.0,1.5,81.38,312.24,65.02,125,47700.21,86625.13,44.93,Reorder Now
ITM11965,Electronics,380.27,27.162,0.072,3.0,1.5,67.02,148.51,60.18,338,39778.67,65985.15,39.72,Hold
ITM11966,Apparel,97.85,6.989,0.378,5.0,1.5,17.3,52.25,21.66,186,22463.98,30367.74,26.03,Hold
ITM11967,Electronics,423.51,30.25,0.133,4.0,1.5,74.64,195.65,54.46,32,53585.68,101960.0,47.44,Reorder Now
ITM11969,Apparel,548.3,39.164,0.025,2.0,1.5,96.64,174.97,71.79,51,53868.35,95667.88,43.69,Reorder Now
ITM11970,Electronics,460.26,32.876,0.126,9.0,1.5,81.12,377.0,112.45,412,24369.58,32516.73,25.06,Hold
ITM11971,Automotive,165.91,11.851,0.018,7.0,1.5,29.24,112.2,49.18,59,16188.13,22931.85,29.41,Reorder Now
ITM11972,Apparel,252.85,18.061,0.1,2.0,1.5,44.57,80.69,37.13,167,42358.87,83180.52,49.08,Hold
ITM11973,Electronics,48.41,3.458,0.004,7.0,1.5,8.53,32.74,18.23,237,10792.16,8516.69,-26.72,Hold
ITM11974,Apparel,501.45,35.818,0.15,3.0,1.5,88.38,195.84,124.79,238,24432.74,30916.88,20.97,Hold
ITM11976,Automotive,422.25,30.161,0.228,5.0,1.5,74.43,225.23,122.8,101,19902.1,23616.77,15.73,Reorder Now
ITM11977,Pharma,676.03,48.288,0.191,4.0,1.5,119.15,312.3,67.18,352,81583.74,157022.38,48.04,Hold
ITM11978,Apparel,217.78,15.556,0.244,2.0,1.5,38.39,69.5,28.39,227,49880.6,97345.07,48.76,Hold
ITM11979,Groceries,676.05,48.289,0.198,5.0,1.5,119.16,360.6,84.27,220,59302.87,107217.13,44.69,Reorder Now
ITM11980,Pharma,464.28,33.163,0.131,7.0,1.5,81.83,313.97,47.5,466,75443.54,145221.98,48.05,Hold
ITM11981,Pharma,174.89,12.492,0.251,6.0,1.5,30.84,105.8,28.67,351,35295.75,66158.15,46.65,Hold
ITM11982,Apparel,332.11,23.722,0.091,4.0,1.5,58.53,153.42,52.22,447,39498.64,65905.07,40.07,Hold
ITM11983,Electronics,505.52,36.109,0.081,4.0,1.5,89.1,233.53,54.18,57,70915.69,141874.65,50.02,Reorder Now
ITM11984,Apparel,310.25,22.161,0.367,7.0,1.5,54.71,209.83,47.08,230,41194.21,75923.15,45.74,Hold
ITM11986,Pharma,132.19,9.442,0.389,4.0,1.5,23.33,61.1,24.84,346,28626.55,49943.43,42.68,Hold
ITM11987,Apparel,548.14,39.153,0.019,6.0,1.5,96.61,331.53,52.14,268,85330.33,173943.81,50.94,Reorder Now
ITM11988,Electronics,464.83,33.202,0.102,4.0,1.5,81.93,214.74,42.83,246,88479.88,179657.52,50.75,Hold
ITM11989,Apparel,423.64,30.26,0.125,3.0,1.5,74.67,165.45,48.81,67,62762.09,115961.78,45.88,Reorder Now
ITM11990,Automotive,127.2,9.086,0.009,7.0,1.5,22.42,86.02,32.89,37,18615.37,29919.06,37.78,Reorder Now
ITM11991,Electronics,580.45,41.46,0.244,6.0,1.5,102.31,351.07,53.29,419,90484.4,185459.0,51.21,Hold
ITM11992,Groceries,676.27,48.305,0.05,5.0,1.5,119.19,360.72,61.43,458,93202.73,185875.02,49.86,Hold
ITM11993,Pharma,50.33,3.595,0.019,9.0,1.5,8.87,41.23,16.82,314,12567.38,17488.55,28.14,Hold
ITM11994,Apparel,91.22,6.515,0.302,3.0,1.5,16.1,35.65,19.52,215,23421.09,31674.93,26.06,Hold
ITM11995,Electronics,627.44,44.817,0.299,8.0,1.5,110.6,469.13,49.49,206,115106.72,240248.02,52.09,Reorder Now
ITM11996,Automotive,583.51,41.68,0.026,5.0,1.5,102.84,311.24,97.33,364,39754.14,61542.74,35.4,Hold
ITM11998,Automotive,677.31,48.379,0.018,4.0,1.5,119.38,312.89,60.09,337,96604.15,190999.96,49.42,Hold
ITM11999,Groceries,464.41,33.172,0.07,8.0,1.5,81.85,347.23,53.48,416,63351.9,119330.3,46.91,Hold
ITM12000,Pharma,166.23,11.873,0.002,5.0,1.5,29.3,88.66,29.77,384,31055.26,54024.55,42.52,Hold
ITM12001,Groceries,509.63,36.402,0.349,3.0,1.5,89.83,199.04,62.9,356,57930.6,107476.22,46.1,Hold
ITM12002,Apparel,464.47,33.176,0.075,8.0,1.5,81.86,347.27,61.4,248,52071.16,92949.89,43.98,Reorder Now
ITM12004,Automotive,172.58,12.327,0.253,6.0,1.5,30.43,104.4,31.03,486,30967.6,51634.1,40.02,Hold
ITM12005,Automotive,423.69,30.264,0.116,2.0,1.5,74.68,135.2,83.89,96,30410.76,46464.27,34.55,Reorder Now
ITM12006,Electronics,539.29,38.52,0.332,5.0,1.5,95.06,287.66,53.03,207,81078.65,164077.75,50.59,Reorder Now
ITM12007,Electronics,251.45,17.961,0.04,2.0,1.5,44.32,80.24,30.43,365,56205.51,108621.7,48.26,Hold
ITM12008,Apparel,288.13,20.581,0.071,7.0,1.5,50.78,194.85,59.06,289,27411.46,41962.47,34.68,Hold
ITM12010,Automotive,287.91,20.565,0.223,5.0,1.5,50.75,153.58,117.09,329,12942.46,14424.57,10.27,Hold
ITM12012,Groceries,632.23,45.159,0.056,4.0,1.5,111.43,292.07,94.1,58,46501.08,75479.22,38.39,Reorder Now
ITM12013,Apparel,169.12,12.08,0.278,3.0,1.5,29.82,66.06,34.25,91,26289.67,42128.27,37.6,Hold
ITM12014,Automotive,677.03,48.359,0.018,3.0,1.5,119.33,264.41,66.3,300,83356.77,164851.09,49.44,Hold
ITM12015,Electronics,504.67,36.048,0.258,3.0,1.5,88.95,197.09,68.87,352,50358.12,87672.41,42.56,Hold
ITM12016,Electronics,333.24,23.803,0.157,9.0,1.5,58.74,272.97,39.57,179,58887.7,120933.33,51.31,Reorder Now
ITM12017,Groceries,296.43,21.174,0.44,7.0,1.5,52.28,200.5,34.11,206,61253.01,126019.42,51.39,Hold
ITM12018,Pharma,672.73,48.052,0.354,8.0,1.5,118.58,503.0,98.03,210,48301.31,78850.41,38.74,Reorder Now
ITM12019,Groceries,169.56,12.112,0.14,4.0,1.5,29.89,78.34,26.77,441,37161.22,63667.07,41.63,Hold
ITM12020,Pharma,250.5,17.893,0.237,2.0,1.5,44.15,79.94,71.5,139,18040.25,23259.66,22.44,Hold
ITM12021,Apparel,217.03,15.502,0.257,3.0,1.5,38.26,84.76,54.08,239,20692.27,32430.98,36.2,Hold
ITM12022,Apparel,214.96,15.354,0.033,9.0,1.5,37.89,176.07,36.23,72,34451.92,60691.03,43.23,Reorder Now
ITM12023,Automotive,336.25,24.018,0.292,2.0,1.5,59.27,107.3,59.43,241,33844.37,56361.32,39.95,Hold
ITM12024,Pharma,676.62,48.33,0.148,4.0,1.5,119.25,312.57,163.86,470,27420.73,33643.52,18.5,Hold
ITM12025,Automotive,631.99,45.142,0.268,7.0,1.5,111.39,427.39,82.7,431,54996.47,94917.46,42.06,Hold
ITM12026,Electronics,251.4,17.957,0.033,4.0,1.5,44.31,116.14,31.41,150,53577.89,99721.74,46.27,Hold
ITM12027,Pharma,294.37,21.026,0.424,6.0,1.5,51.91,178.07,69.93,256,22959.58,35017.65,34.43,Hold
ITM12028,Groceries,464.5,33.178,0.125,8.0,1.5,81.87,347.3,46.27,265,78547.63,160276.22,50.99,Reorder Now
ITM12029,Electronics,49.76,3.554,0.004,3.0,1.5,8.77,19.43,15.55,245,13697.45,12913.77,-6.07,Hold
ITM12030,Electronics,582.89,41.635,0.125,7.0,1.5,102.74,394.18,117.81,227,31747.83,44403.4,28.5,Reorder Now
ITM12031,Groceries,631.19,45.085,0.211,6.0,1.5,111.25,381.76,78.59,425,58810.13,102984.19,42.89,Hold
ITM12032,Electronics,584.3,41.735,0.056,3.0,1.5,102.98,228.19,95.25,115,40900.18,66771.43,38.75,Reorder Now
ITM12034,Automotive,332.14,23.724,0.07,4.0,1.5,58.54,153.44,74.28,219,25175.63,37609.54,33.06,Hold
ITM12035,Electronics,71.01,5.072,0.062,9.0,1.5,12.52,58.17,32.51,266,8814.26,7257.1,-21.46,Hold
ITM12036,Pharma,292.19,20.87,0.456,5.0,1.5,51.52,155.88,70.49,91,22514.06,32804.4,31.37,Reorder Now
ITM12037,Apparel,337.03,24.074,0.307,5.0,1.5,59.41,179.78,94.43,337,19554.3,25459.63,23.19,Hold
ITM12038,Pharma,632.62,45.187,0.004,4.0,1.5,111.5,292.25,64.09,204,78747.37,153514.64,48.7,Reorder Now
ITM12039,Automotive,629.58,44.97,0.168,4.0,1.5,110.97,290.85,79.59,25,57588.29,101875.9,43.47,Reorder Now
ITM12040,Pharma,675.4,48.243,0.273,2.0,1.5,119.04,215.53,51.34,225,122613.6,260351.11,52.9,Hold
ITM12041,Groceries,630.75,45.054,0.071,9.0,1.5,111.17,516.66,98.97,51,43504.34,68638.2,36.62,Reorder Now
ITM12042,Automotive,50.46,3.604,0.082,8.0,1.5,8.9,37.73,16.98,118,12466.08,10372.33,-20.19,Hold
ITM12044,Groceries,103.88,7.42,0.358,8.0,1.5,18.39,77.75,62.49,406,6963.1,7704.84,9.63,Hold
ITM12045,Pharma,224.82,16.059,0.161,6.0,1.5,39.63,135.98,38.56,275,33753.58,54021.53,37.52,Hold
ITM12046,Automotive,420.9,30.064,0.238,5.0,1.5,74.19,224.51,55.96,206,51091.49,91337.77,44.06,Reorder Now
ITM12047,Apparel,505.84,36.132,0.106,5.0,1.5,89.16,269.81,44.07,95,97044.1,197487.77,50.86,Reorder Now
ITM12048,Groceries,464.63,33.188,0.106,9.0,1.5,81.89,380.58,49.4,196,71230.21,139428.73,48.91,Reorder Now
ITM12049,Apparel,50.22,3.587,0.113,4.0,1.5,8.86,23.21,21.72,334,9138.18,12474.18,26.74,Hold
ITM12050,Pharma,85.97,6.141,0.009,4.0,1.5,15.15,39.72,20.58,306,20031.7,33362.83,39.96,Hold
ITM12051,Apparel,127.52,9.109,0.009,6.0,1.5,22.48,77.13,27.44,368,23705.99,33416.5,29.06,Hold
ITM12052,Electronics,81.59,5.828,0.418,7.0,1.5,14.5,55.29,27.69,274,12766.58,18343.18,30.4,Hold
ITM12053,Groceries,148.41,10.6,0.2,7.0,1.5,26.17,100.37,25.82,344,32107.77,54181.53,40.74,Hold
ITM12054,Apparel,500.16,35.726,0.126,9.0,1.5,88.16,409.69,51.07,209,76137.73,146786.09,48.13,Reorder Now
ITM12055,Pharma,583.06,41.647,0.105,7.0,1.5,102.77,394.3,194.58,327,19538.98,19541.13,0.01,Reorder Now
ITM12058,Pharma,157.27,11.234,0.59,7.0,1.5,27.84,106.47,29.06,444,29672.7,50540.4,41.29,Hold
ITM12059,Automotive,675.0,48.214,0.248,3.0,1.5,118.97,263.61,75.31,306,69076.21,129224.18,46.55,Hold
ITM12060,Automotive,252.29,18.021,0.012,9.0,1.5,44.47,206.65,31.91,273,52630.56,102769.28,48.79,Hold
ITM12061,Automotive,582.12,41.58,0.242,6.0,1.5,102.6,352.08,55.7,232,85016.4,172865.56,50.82,Reorder Now
ITM12062,Electronics,665.17,47.512,0.422,7.0,1.5,117.25,449.84,62.92,269,87587.19,172588.32,49.25,Reorder Now
ITM12063,Apparel,587.63,41.974,0.275,3.0,1.5,103.57,229.49,46.28,103,114862.72,250841.03,54.21,Reorder Now
ITM12065,Pharma,465.45,33.247,0.058,2.0,1.5,82.04,148.53,122.93,425,22526.39,28291.73,20.38,Hold
ITM12067,Pharma,57.95,4.14,0.236,7.0,1.5,10.27,39.24,21.33,32,11249.43,8468.14,-32.84,Reorder Now
ITM12068,Pharma,79.69,5.692,0.237,9.0,1.5,14.09,65.32,24.35,64,14509.29,17923.5,19.05,Reorder Now
ITM12069,Groceries,625.19,44.657,0.263,9.0,1.5,110.2,512.11,59.07,146,87229.8,178053.2,51.01,Reorder Now
ITM12070,Automotive,636.37,45.455,0.223,3.0,1.5,112.16,248.53,59.83,445,88020.11,175422.57,49.82,Hold
ITM12071,Pharma,165.77,11.841,0.073,6.0,1.5,29.22,100.26,37.32,133,22805.63,37906.51,39.84,Hold
ITM12072,Groceries,381.11,27.222,0.068,3.0,1.5,67.17,148.84,39.55,452,72748.27,149025.42,51.18,Hold
ITM12073,Automotive,675.83,48.273,0.076,6.0,1.5,119.12,408.76,60.02,295,96425.27,192865.26,50.0,Reorder Now
ITM12074,Pharma,326.82,23.344,0.442,7.0,1.5,57.63,221.04,36.11,224,65510.04,140475.73,53.37,Hold
ITM12075,Pharma,291.02,20.787,0.026,6.0,1.5,51.29,176.02,33.7,356,60567.1,117110.37,48.28,Hold
ITM12077,Electronics,547.81,39.129,0.07,5.0,1.5,96.55,292.2,53.06,439,83044.85,168184.88,50.62,Hold
ITM12078,Automotive,331.88,23.706,0.057,8.0,1.5,58.49,248.14,58.19,404,34140.15,58703.32,41.84,Hold
ITM12079,Pharma,546.99,39.071,0.199,5.0,1.5,96.41,291.77,48.08,418,96260.83,199818.18,51.83,Hold
ITM12080,Apparel,290.91,20.779,0.363,2.0,1.5,51.28,92.84,37.34,480,51990.61,105292.96,50.62,Hold
ITM12081,Electronics,165.88,11.848,0.023,4.0,1.5,29.24,76.63,49.68,292,15988.99,25612.16,37.57,Hold
ITM12082,Automotive,252.35,18.025,0.009,5.0,1.5,44.48,134.6,30.96,427,55057.58,102292.55,46.18,Hold
ITM12083,Pharma,101.47,7.248,0.055,7.0,1.5,17.89,68.62,22.75,77,22088.95,28441.0,22.33,Hold
ITM12085,Apparel,120.08,8.577,0.492,6.0,1.5,21.26,72.72,42.27,238,12695.83,17532.72,27.59,Hold
ITM12086,Automotive,583.64,41.689,0.029,3.0,1.5,102.87,227.93,48.81,128,104490.12,213123.71,50.97,Reorder Now
ITM12087,Pharma,287.4,20.528,0.153,3.0,1.5,50.66,112.24,38.71,298,48433.62,95503.65,49.29,Hold
ITM12088,Electronics,547.32,39.094,0.089,9.0,1.5,96.47,448.32,58.31,193,72100.16,137377.4,47.52,Reorder Now
ITM12089,Apparel,676.71,48.337,0.083,6.0,1.5,119.27,409.29,53.96,347,113783.09,235110.46,51.6,Reorder Now
ITM12090,Automotive,581.67,41.548,0.255,9.0,1.5,102.53,476.46,56.53,283,83056.78,168732.82,50.78,Reorder Now
ITM12091,Apparel,676.85,48.346,0.043,7.0,1.5,119.29,457.72,59.4,334,98182.03,196168.32,49.95,Reorder Now
ITM12092,Electronics,423.09,30.221,0.102,6.0,1.5,74.57,255.9,72.18,493,36583.42,57649.07,36.54,Hold
ITM12093,Automotive,127.51,9.108,0.002,3.0,1.5,22.47,49.8,23.49,130,29346.86,52506.84,44.11,Hold
ITM12096,Electronics,589.25,42.089,0.533,9.0,1.5,103.89,482.69,73.93,442,57658.12,106395.96,45.81,Reorder Now
ITM12097,Electronics,504.38,36.027,0.135,2.0,1.5,88.9,160.95,70.25,248,48980.51,83666.27,41.46,Hold
ITM12098,Electronics,424.18,30.299,0.176,3.0,1.5,74.76,165.66,142.12,175,17404.08,20067.82,13.27,Hold
ITM12099,Groceries,64.65,4.618,0.303,7.0,1.5,11.47,43.79,17.2,492,17170.57,14723.99,-16.62,Hold
ITM12100,Groceries,538.16,38.44,0.424,9.0,1.5,94.87,440.83,72.57,208,51629.19,89360.71,42.22,Reorder Now
ITM12101,Pharma,87.03,6.217,0.04,5.0,1.5,15.34,46.42,29.38,291,12888.23,17433.04,26.07,Hold
ITM12102,Apparel,215.12,15.366,0.166,5.0,1.5,37.92,114.75,33.01,394,39309.27,65523.62,40.01,Hold
ITM12103,Pharma,381.04,27.217,0.049,5.0,1.5,67.16,203.24,68.5,21,33686.27,56237.35,40.1,Reorder Now
ITM12104,Apparel,331.53,23.68,0.0,4.0,1.5,58.43,153.15,35.97,265,67378.68,131894.78,48.91,Hold
ITM12105,Groceries,52.59,3.756,0.035,4.0,1.5,9.27,24.29,18.31,229,11961.0,11284.59,-5.99,Hold
ITM12106,Groceries,583.07,41.648,0.024,8.0,1.5,102.77,435.95,46.33,420,113178.53,237811.59,52.41,Reorder Now
ITM12107,Pharma,630.18,45.013,0.229,5.0,1.5,111.07,336.14,134.18,305,30594.46,40257.56,24.0,Reorder Now
ITM12108,Automotive,465.58,33.255,0.027,9.0,1.5,82.06,381.36,67.04,378,46339.74,83477.55,44.49,Reorder Now
ITM12109,Pharma,385.24,27.517,0.445,7.0,1.5,67.93,260.55,57.93,32,42690.18,74972.82,43.06,Reorder Now
